subject,run,hemi,mode_k,beta,p,metric
sub-EN057,16,R,32,-0.3191059154904102,0.7054346960280777,global
sub-EN057,16,R,33,0.0051891503874753,0.7809124857088365,global
sub-EN057,16,R,34,-0.2099980853936675,0.5138971212183379,global
sub-EN057,16,R,35,-0.1210932411185672,0.4595558714875838,global
sub-EN057,16,R,36,-0.0781959945480835,0.7671591363102059,global
sub-EN057,16,R,37,-1.468632360838291,0.6854007858277932,global
sub-EN057,16,R,38,-0.5152577067632589,0.6691193594936169,global
sub-EN057,16,R,39,-0.8063396547939558,0.6658145358249913,global
sub-EN057,16,R,40,0.0299094409876959,0.4102112963570477,global
sub-EN057,16,R,41,-0.9528997839695912,0.6529485862912435,global
sub-EN057,16,R,42,-0.1231539762941144,0.6357327126800265,global
sub-EN057,16,R,43,-0.0674507415339853,0.7411712351971314,global
sub-EN057,16,R,44,-0.0507198207491612,0.1996187936450009,global
sub-EN057,16,R,45,-0.3627306974900481,0.6622423613332562,global
sub-EN057,16,R,46,-0.0179316400585631,0.7295759894785723,global
sub-EN057,16,R,47,-0.3835837750838882,0.719944873225042,global
sub-EN057,16,R,48,-0.3958562215318016,0.6711251130446934,global
sub-EN057,16,R,49,-0.6141933656210917,0.6881812424089686,global
sub-EN057,16,R,50,-0.1352942490698491,0.5550564252950897,global
sub-EN057,16,R,51,-0.0867460320779088,0.5430269952231473,global
sub-EN057,16,R,52,0.0094423125336303,0.8309978183453308,global
sub-EN057,16,R,53,-0.2103922826380732,0.1626239829614499,global
sub-EN057,16,R,54,-0.1219539910784994,0.6409180675381398,global
sub-EN057,16,R,55,0.0162149256764492,0.7622809220784098,global
sub-EN057,16,R,56,0.028860314304878,0.4064631911834713,global
