subject,run,hemi,K,r2
sub-EN061,12,R,1,0.823133120106047
sub-EN061,12,R,2,0.8253925524817993
sub-EN061,12,R,3,0.8339521858187642
sub-EN061,12,R,5,0.8981146915859939
sub-EN061,12,R,10,0.9228647507365713
sub-EN061,12,R,20,0.9511140248704699
sub-EN061,12,R,40,0.9679107024031909
sub-EN061,12,R,60,0.9797632279262282
sub-EN061,12,R,80,0.9897329697104537
sub-EN061,12,R,100,0.9951853464659045
sub-EN061,12,R,120,1.0
sub-EN061,13,L,1,0.8287092656730926
sub-EN061,13,L,2,0.8326859074634633
sub-EN061,13,L,3,0.8568344086945048
sub-EN061,13,L,5,0.9024017476345944
sub-EN061,13,L,10,0.9205648281075348
sub-EN061,13,L,20,0.9484014901134634
sub-EN061,13,L,40,0.9658034498958634
sub-EN061,13,L,60,0.9794992110396765
sub-EN061,13,L,80,0.9886064808841265
sub-EN061,13,L,100,0.995041099080749
sub-EN061,13,L,120,1.0
sub-EN061,13,R,1,0.8141168081463761
sub-EN061,13,R,2,0.8221264413422467
sub-EN061,13,R,3,0.833768886326443
sub-EN061,13,R,5,0.8985396796774734
sub-EN061,13,R,10,0.9217447223075639
sub-EN061,13,R,20,0.9511578322623311
sub-EN061,13,R,40,0.9680866495412034
sub-EN061,13,R,60,0.9797368508126325
sub-EN061,13,R,80,0.9899365408760694
sub-EN061,13,R,100,0.9956329909948565
sub-EN061,13,R,120,1.0
sub-EN061,14,L,1,0.8466264551617326
sub-EN061,14,L,2,0.8477960340814438
sub-EN061,14,L,3,0.8661893719319701
sub-EN061,14,L,5,0.910713479008532
sub-EN061,14,L,10,0.9287015262584513
sub-EN061,14,L,20,0.9537047377271374
sub-EN061,14,L,40,0.968954082565815
sub-EN061,14,L,60,0.9816254631661925
sub-EN061,14,L,80,0.9897303470287475
sub-EN061,14,L,100,0.9949035819810218
sub-EN061,14,L,120,1.0
sub-EN061,14,R,1,0.8185610751304144
sub-EN061,14,R,2,0.8243935655546132
sub-EN061,14,R,3,0.8333083686658769
sub-EN061,14,R,5,0.9011545656817549
sub-EN061,14,R,10,0.9252796450426067
sub-EN061,14,R,20,0.9534976403171002
sub-EN061,14,R,40,0.9712771411710417
sub-EN061,14,R,60,0.9815816052651869
sub-EN061,14,R,80,0.9904782081256468
sub-EN061,14,R,100,0.9957180043235918
sub-EN061,14,R,120,1.0
sub-EN061,19,L,1,0.8273920726585774
sub-EN061,19,L,2,0.8301061395110287
sub-EN061,19,L,3,0.8524858199729086
sub-EN061,19,L,5,0.8961051001651592
sub-EN061,19,L,10,0.9145418490666263
sub-EN061,19,L,20,0.9443883881490466
sub-EN061,19,L,40,0.9621887008518075
sub-EN061,19,L,60,0.9758587130798185
sub-EN061,19,L,80,0.9860653389992986
sub-EN061,19,L,100,0.9940408373304784
sub-EN061,19,L,120,1.0
sub-EN061,19,R,1,0.8165827122401392
sub-EN061,19,R,2,0.8201743446339892
sub-EN061,19,R,3,0.8307791231613446
sub-EN061,19,R,5,0.8925109426157597
sub-EN061,19,R,10,0.9170376102008869
sub-EN061,19,R,20,0.9450004956581743
sub-EN061,19,R,40,0.9636247705653743
sub-EN061,19,R,60,0.9762645531883426
sub-EN061,19,R,80,0.9865257344631161
sub-EN061,19,R,100,0.9939397364835783
sub-EN061,19,R,120,1.0
sub-EN061,20,L,1,0.8375527710591598
sub-EN061,20,L,2,0.8414121971317657
sub-EN061,20,L,3,0.8621009867311428
sub-EN061,20,L,5,0.9051860403061979
sub-EN061,20,L,10,0.9239187362093504
sub-EN061,20,L,20,0.9490721162454016
sub-EN061,20,L,40,0.9657968661615683
sub-EN061,20,L,60,0.979153510931768
sub-EN061,20,L,80,0.9883212396037464
sub-EN061,20,L,100,0.9945850104702368
sub-EN061,20,L,120,1.0
sub-EN061,20,R,1,0.8227850551839326
sub-EN061,20,R,2,0.825114079299991
sub-EN061,20,R,3,0.833529865720152
sub-EN061,20,R,5,0.8968394702758833
sub-EN061,20,R,10,0.9211989768152955
sub-EN061,20,R,20,0.9492584929937677
sub-EN061,20,R,40,0.9673849234124724
sub-EN061,20,R,60,0.97889179371741
sub-EN061,20,R,80,0.988929548281445
sub-EN061,20,R,100,0.9951437152454284
sub-EN061,20,R,120,1.0
sub-EN061,21,L,1,0.8393737080542887
sub-EN061,21,L,2,0.8413253103349172
sub-EN061,21,L,3,0.8602406247229392
sub-EN061,21,L,5,0.9042390427085253
sub-EN061,21,L,10,0.9228394567100509
sub-EN061,21,L,20,0.9505244504630816
sub-EN061,21,L,40,0.9668296581740646
sub-EN061,21,L,60,0.9797500662365672
sub-EN061,21,L,80,0.9887577841294922
sub-EN061,21,L,100,0.9945954439074278
sub-EN061,21,L,120,1.0
sub-EN061,21,R,1,0.8302381783904333
sub-EN061,21,R,2,0.8319092406391931
sub-EN061,21,R,3,0.8388457220737175
sub-EN061,21,R,5,0.8997144449442401
sub-EN061,21,R,10,0.9229694797726843
sub-EN061,21,R,20,0.951609545369611
sub-EN061,21,R,40,0.9679901786576375
sub-EN061,21,R,60,0.9797822755902128
sub-EN061,21,R,80,0.989483315691291
sub-EN061,21,R,100,0.9954461162400452
sub-EN061,21,R,120,1.0
sub-EN061,22,L,1,0.8055664802605556
sub-EN061,22,L,2,0.8102304146012501
sub-EN061,22,L,3,0.8420592459598109
sub-EN061,22,L,5,0.8854510434061588
sub-EN061,22,L,10,0.9060833679961501
sub-EN061,22,L,20,0.936146761585778
sub-EN061,22,L,40,0.9563338609792055
sub-EN061,22,L,60,0.9721767779363236
sub-EN061,22,L,80,0.9841601422444702
sub-EN061,22,L,100,0.992918826992466
sub-EN061,22,L,120,1.0
sub-EN061,22,R,1,0.7948293848606333
sub-EN061,22,R,2,0.7973584384821241
sub-EN061,22,R,3,0.8088394827612433
sub-EN061,22,R,5,0.8789726577777884
sub-EN061,22,R,10,0.9050903646276429
sub-EN061,22,R,20,0.9375401636911028
sub-EN061,22,R,40,0.9609590350586389
sub-EN061,22,R,60,0.9742068840543782
sub-EN061,22,R,80,0.9854047385612487
sub-EN061,22,R,100,0.9929124875738085
sub-EN061,22,R,120,1.0
sub-EN061,9,L,1,0.8040954100604772
sub-EN061,9,L,2,0.8111773322209661
sub-EN061,9,L,3,0.8324571570665539
sub-EN061,9,L,5,0.8872282852805834
sub-EN061,9,L,10,0.9066338605728714
sub-EN061,9,L,20,0.9418743142279004
sub-EN061,9,L,40,0.9610388513532809
sub-EN061,9,L,60,0.9761018521553853
sub-EN061,9,L,80,0.9849382906423221
sub-EN061,9,L,100,0.9936672934569083
sub-EN061,9,L,120,1.0
sub-EN061,9,R,1,0.7430494158538523
sub-EN061,9,R,2,0.7725979903069417
sub-EN061,9,R,3,0.7886384737724527
sub-EN061,9,R,5,0.8834289104167631
sub-EN061,9,R,10,0.909028775699474
sub-EN061,9,R,20,0.9436664010022556
sub-EN061,9,R,40,0.9643930827452936
sub-EN061,9,R,60,0.9786936411230654
sub-EN061,9,R,80,0.9886045411848626
sub-EN061,9,R,100,0.9948384537154619
sub-EN061,9,R,120,1.0
sub-EN062,10,L,1,0.8392382222313421
sub-EN062,10,L,2,0.8407773132026732
sub-EN062,10,L,3,0.8590840707630257
sub-EN062,10,L,5,0.9069518563423229
sub-EN062,10,L,10,0.9255348799165859
sub-EN062,10,L,20,0.9526994649102264
sub-EN062,10,L,40,0.9689062135761229
sub-EN062,10,L,60,0.9813935545500782
sub-EN062,10,L,80,0.9903200836463878
sub-EN062,10,L,100,0.9953446836805638
sub-EN062,10,L,120,1.0
sub-EN062,10,R,1,0.8133408107265718
sub-EN062,10,R,2,0.8146948642705563
sub-EN062,10,R,3,0.8263306405253921
sub-EN062,10,R,5,0.8951110685577413
sub-EN062,10,R,10,0.9199904722287651
sub-EN062,10,R,20,0.9507991998016956
sub-EN062,10,R,40,0.9689694176934844
sub-EN062,10,R,60,0.9798332692945477
sub-EN062,10,R,80,0.9903417707868255
sub-EN062,10,R,100,0.9955316961959806
sub-EN062,10,R,120,1.0
sub-EN062,11,L,1,0.8226609391227796
sub-EN062,11,L,2,0.8245696799482322
sub-EN062,11,L,3,0.8514323631492481
sub-EN062,11,L,5,0.8979580116555594
sub-EN062,11,L,10,0.9177257758315137
sub-EN062,11,L,20,0.9467647882183301
sub-EN062,11,L,40,0.9650718810441352
sub-EN062,11,L,60,0.9789967962803778
sub-EN062,11,L,80,0.9888541560469152
sub-EN062,11,L,100,0.9944173540711673
sub-EN062,11,L,120,1.0
sub-EN062,11,R,1,0.8048007704334162
sub-EN062,11,R,2,0.8062820261477567
sub-EN062,11,R,3,0.8187349687072738
sub-EN062,11,R,5,0.8898402631869643
sub-EN062,11,R,10,0.914667524337825
sub-EN062,11,R,20,0.9448570747527485
sub-EN062,11,R,40,0.965715248716996
sub-EN062,11,R,60,0.977782190017257
sub-EN062,11,R,80,0.9889797427548668
sub-EN062,11,R,100,0.995094100008207
sub-EN062,11,R,120,1.0
sub-EN062,12,L,1,0.8316350676187955
sub-EN062,12,L,2,0.8341299774221898
sub-EN062,12,L,3,0.8540101298402503
sub-EN062,12,L,5,0.90062728582174
sub-EN062,12,L,10,0.9210665726245796
sub-EN062,12,L,20,0.9482289246946018
sub-EN062,12,L,40,0.9660126734654204
sub-EN062,12,L,60,0.9795217939310379
sub-EN062,12,L,80,0.9893469699824148
sub-EN062,12,L,100,0.9950940264100014
sub-EN062,12,L,120,1.0
sub-EN062,12,R,1,0.8065383854392889
sub-EN062,12,R,2,0.8092020406588617
sub-EN062,12,R,3,0.8204043430039559
sub-EN062,12,R,5,0.888910015261278
sub-EN062,12,R,10,0.9150041596476586
sub-EN062,12,R,20,0.9466744016278615
sub-EN062,12,R,40,0.966291461630381
sub-EN062,12,R,60,0.9783095580115588
sub-EN062,12,R,80,0.9896048420386486
sub-EN062,12,R,100,0.995169072520942
sub-EN062,12,R,120,1.0
sub-EN062,13,L,1,0.8400396200496403
sub-EN062,13,L,2,0.8423222960595727
sub-EN062,13,L,3,0.8632177761349082
sub-EN062,13,L,5,0.9095472902706748
sub-EN062,13,L,10,0.9291635014946807
sub-EN062,13,L,20,0.9539369673252855
sub-EN062,13,L,40,0.9696160919248088
sub-EN062,13,L,60,0.981553326248994
sub-EN062,13,L,80,0.9904147825865597
sub-EN062,13,L,100,0.995487420574142
sub-EN062,13,L,120,1.0
sub-EN062,13,R,1,0.8152005809399051
sub-EN062,13,R,2,0.8173608901957428
sub-EN062,13,R,3,0.8297736338728244
sub-EN062,13,R,5,0.8978705466321498
sub-EN062,13,R,10,0.9237801663167546
sub-EN062,13,R,20,0.9514973113482306
sub-EN062,13,R,40,0.9697851436157752
sub-EN062,13,R,60,0.9809424646399253
sub-EN062,13,R,80,0.9907453329919831
sub-EN062,13,R,100,0.995694048228524
sub-EN062,13,R,120,1.0
sub-EN062,14,L,1,0.8179858071551979
sub-EN062,14,L,2,0.8201804298120468
sub-EN062,14,L,3,0.8462104661540983
sub-EN062,14,L,5,0.8941502002479791
sub-EN062,14,L,10,0.9154996895010558
sub-EN062,14,L,20,0.9429936066446934
sub-EN062,14,L,40,0.9632262548505112
sub-EN062,14,L,60,0.9780637705309394
sub-EN062,14,L,80,0.9883820918253496
sub-EN062,14,L,100,0.9942100910123962
sub-EN062,14,L,120,1.0
sub-EN062,14,R,1,0.7963829749756834
sub-EN062,14,R,2,0.7983817558025229
sub-EN062,14,R,3,0.811312095910733
sub-EN062,14,R,5,0.8831342274301892
sub-EN062,14,R,10,0.9118370134611087
sub-EN062,14,R,20,0.9427338533211083
sub-EN062,14,R,40,0.9655096531085157
sub-EN062,14,R,60,0.9777199296056611
sub-EN062,14,R,80,0.9888821355959232
sub-EN062,14,R,100,0.9947746580461432
sub-EN062,14,R,120,1.0
sub-EN062,15,L,1,0.8251778372822288
sub-EN062,15,L,2,0.8274503685980581
sub-EN062,15,L,3,0.8496365838276447
sub-EN062,15,L,5,0.8972787660253932
sub-EN062,15,L,10,0.9173910295031609
sub-EN062,15,L,20,0.9434930382743106
sub-EN062,15,L,40,0.9627196072413133
sub-EN062,15,L,60,0.9776373300463083
sub-EN062,15,L,80,0.987545498808926
sub-EN062,15,L,100,0.9939569460187689
sub-EN062,15,L,120,1.0
sub-EN062,15,R,1,0.804539138037546
sub-EN062,15,R,2,0.8069106202806198
sub-EN062,15,R,3,0.8191795049097484
sub-EN062,15,R,5,0.8899685284843566
sub-EN062,15,R,10,0.9177680133455537
sub-EN062,15,R,20,0.947035752171062
sub-EN062,15,R,40,0.9660654546114672
sub-EN062,15,R,60,0.9783802718265391
sub-EN062,15,R,80,0.9891593972856114
sub-EN062,15,R,100,0.9950455815279914
sub-EN062,15,R,120,1.0
sub-EN062,16,L,1,0.8312525889056716
sub-EN062,16,L,2,0.8328940433682046
sub-EN062,16,L,3,0.8518597741853247
sub-EN062,16,L,5,0.9012598153407999
sub-EN062,16,L,10,0.9193644661667819
sub-EN062,16,L,20,0.9447745542286634
sub-EN062,16,L,40,0.9626315958308371
sub-EN062,16,L,60,0.9771418958214882
sub-EN062,16,L,80,0.9876486622180574
sub-EN062,16,L,100,0.9940329784084285
sub-EN062,16,L,120,1.0
sub-EN062,16,R,1,0.814875706736492
sub-EN062,16,R,2,0.8173389966306227
sub-EN062,16,R,3,0.8253179454289437
sub-EN062,16,R,5,0.8917907899162802
sub-EN062,16,R,10,0.9173548289362962
sub-EN062,16,R,20,0.9480123676803462
sub-EN062,16,R,40,0.9675046782781608
sub-EN062,16,R,60,0.9796193661286985
sub-EN062,16,R,80,0.9898917520279547
sub-EN062,16,R,100,0.995377059677147
sub-EN062,16,R,120,1.0
sub-EN062,17,L,1,0.8289316626963964
sub-EN062,17,L,2,0.8316126255212292
sub-EN062,17,L,3,0.8507822754967895
sub-EN062,17,L,5,0.8980159786000455
sub-EN062,17,L,10,0.9182803637868312
sub-EN062,17,L,20,0.9458975422194602
sub-EN062,17,L,40,0.9642888596219266
sub-EN062,17,L,60,0.9782678974844166
sub-EN062,17,L,80,0.9887118328511886
sub-EN062,17,L,100,0.9944796524690331
sub-EN062,17,L,120,1.0
sub-EN062,17,R,1,0.8088200489321897
sub-EN062,17,R,2,0.8114238805525132
sub-EN062,17,R,3,0.8209475067624769
sub-EN062,17,R,5,0.8895078510948509
sub-EN062,17,R,10,0.9148710241761171
sub-EN062,17,R,20,0.9455162547743466
sub-EN062,17,R,40,0.9656640393881268
sub-EN062,17,R,60,0.9781170778370369
sub-EN062,17,R,80,0.9889131068627546
sub-EN062,17,R,100,0.9949761701974454
sub-EN062,17,R,120,1.0
sub-EN062,9,L,1,0.850363827030741
sub-EN062,9,L,2,0.8516767762494794
sub-EN062,9,L,3,0.8680095842654783
sub-EN062,9,L,5,0.9147682650554028
sub-EN062,9,L,10,0.9332068457850309
sub-EN062,9,L,20,0.9579118003663074
sub-EN062,9,L,40,0.9715852465767287
sub-EN062,9,L,60,0.9831352521481938
sub-EN062,9,L,80,0.9912355350229015
sub-EN062,9,L,100,0.9955467877593863
sub-EN062,9,L,120,1.0
sub-EN062,9,R,1,0.827090838902793
sub-EN062,9,R,2,0.8304332918878803
sub-EN062,9,R,3,0.838280186801923
sub-EN062,9,R,5,0.9025563709435431
sub-EN062,9,R,10,0.9266232786744198
sub-EN062,9,R,20,0.9550592212132294
sub-EN062,9,R,40,0.9715948750671652
sub-EN062,9,R,60,0.982597320195062
sub-EN062,9,R,80,0.9909399596300226
sub-EN062,9,R,100,0.9955401580506904
sub-EN062,9,R,120,1.0
sub-EN063,10,L,1,0.8316050766584566
sub-EN063,10,L,2,0.8348957006125047
sub-EN063,10,L,3,0.857092236422885
sub-EN063,10,L,5,0.9060729874946807
sub-EN063,10,L,10,0.9245267684546362
sub-EN063,10,L,20,0.9512301481340814
sub-EN063,10,L,40,0.9674277098988697
sub-EN063,10,L,60,0.9792330662410633
sub-EN063,10,L,80,0.9887436859197744
sub-EN063,10,L,100,0.9944916438604237
sub-EN063,10,L,120,1.0
sub-EN063,10,R,1,0.8158390878319541
sub-EN063,10,R,2,0.8177949248884163
sub-EN063,10,R,3,0.8278171358613966
sub-EN063,10,R,5,0.8910909518354724
sub-EN063,10,R,10,0.9168615603629013
sub-EN063,10,R,20,0.9478333598405915
sub-EN063,10,R,40,0.9684872647304782
sub-EN063,10,R,60,0.9792505377838163
sub-EN063,10,R,80,0.9892828277259639
sub-EN063,10,R,100,0.9949686716354949
sub-EN063,10,R,120,1.0
sub-EN063,11,L,1,0.8449510045525871
sub-EN063,11,L,2,0.8484430790777995
sub-EN063,11,L,3,0.865829027924157
sub-EN063,11,L,5,0.9144363015591547
sub-EN063,11,L,10,0.9325542543766783
sub-EN063,11,L,20,0.9575538326903507
sub-EN063,11,L,40,0.9714014664016561
sub-EN063,11,L,60,0.9829680442330371
sub-EN063,11,L,80,0.9912719611745127
sub-EN063,11,L,100,0.995791333455913
sub-EN063,11,L,120,1.0
sub-EN063,11,R,1,0.8298772599366302
sub-EN063,11,R,2,0.8338172698134408
sub-EN063,11,R,3,0.8410035717784994
sub-EN063,11,R,5,0.9037983298148112
sub-EN063,11,R,10,0.9275265778178406
sub-EN063,11,R,20,0.9566928656691422
sub-EN063,11,R,40,0.9727936815049215
sub-EN063,11,R,60,0.9826595207121483
sub-EN063,11,R,80,0.9914846649927621
sub-EN063,11,R,100,0.9959743065382299
sub-EN063,11,R,120,1.0
sub-EN063,12,L,1,0.8175099803566996
sub-EN063,12,L,2,0.8240962788136019
sub-EN063,12,L,3,0.8446570263230903
sub-EN063,12,L,5,0.8965543422159197
sub-EN063,12,L,10,0.9172189254601272
sub-EN063,12,L,20,0.9468673798404549
sub-EN063,12,L,40,0.9641085453747489
sub-EN063,12,L,60,0.9769867129192608
sub-EN063,12,L,80,0.9871211386335829
sub-EN063,12,L,100,0.9933838020115823
sub-EN063,12,L,120,1.0
sub-EN063,12,R,1,0.7846951883523926
sub-EN063,12,R,2,0.795876722939918
sub-EN063,12,R,3,0.810269610650279
sub-EN063,12,R,5,0.8830018906254828
sub-EN063,12,R,10,0.9117284983352288
sub-EN063,12,R,20,0.9436848185475836
sub-EN063,12,R,40,0.9663719802415126
sub-EN063,12,R,60,0.9790159013283405
sub-EN063,12,R,80,0.988851108485919
sub-EN063,12,R,100,0.9947203498197038
sub-EN063,12,R,120,1.0
sub-EN063,13,L,1,0.817871093627536
sub-EN063,13,L,2,0.8216690533447075
sub-EN063,13,L,3,0.8490601762321823
sub-EN063,13,L,5,0.9008117228320146
sub-EN063,13,L,10,0.9202867737494244
sub-EN063,13,L,20,0.949463778131301
sub-EN063,13,L,40,0.9668178382538827
sub-EN063,13,L,60,0.9790834539188484
sub-EN063,13,L,80,0.98929076824169
sub-EN063,13,L,100,0.9950717184029131
sub-EN063,13,L,120,1.0
sub-EN063,13,R,1,0.7895582978248573
sub-EN063,13,R,2,0.7954212623577009
sub-EN063,13,R,3,0.8100374754942059
sub-EN063,13,R,5,0.8855278092733213
sub-EN063,13,R,10,0.9142964371972667
sub-EN063,13,R,20,0.9466915644501273
sub-EN063,13,R,40,0.9682253724887915
sub-EN063,13,R,60,0.9788543458229343
sub-EN063,13,R,80,0.9888851023338916
sub-EN063,13,R,100,0.9947579328079044
sub-EN063,13,R,120,1.0
sub-EN063,14,L,1,0.8327789211956685
sub-EN063,14,L,2,0.8374423174246316
sub-EN063,14,L,3,0.8577889717750973
sub-EN063,14,L,5,0.9090976787442594
sub-EN063,14,L,10,0.9284826560338231
sub-EN063,14,L,20,0.9543883397156415
sub-EN063,14,L,40,0.969437526352289
sub-EN063,14,L,60,0.9815712689384208
sub-EN063,14,L,80,0.9901926616399139
sub-EN063,14,L,100,0.9952673698894794
sub-EN063,14,L,120,1.0
sub-EN063,14,R,1,0.8098412463597147
sub-EN063,14,R,2,0.8166100364111576
sub-EN063,14,R,3,0.827290764467643
sub-EN063,14,R,5,0.8949231113637384
sub-EN063,14,R,10,0.9210046057304483
sub-EN063,14,R,20,0.9514762057547544
sub-EN063,14,R,40,0.9689562380455777
sub-EN063,14,R,60,0.9809059717174545
sub-EN063,14,R,80,0.9901483348450305
sub-EN063,14,R,100,0.9955284369574255
sub-EN063,14,R,120,1.0
sub-EN063,15,L,1,0.824030591398643
sub-EN063,15,L,2,0.8294212809460882
sub-EN063,15,L,3,0.8510767636223384
sub-EN063,15,L,5,0.9024357927434814
sub-EN063,15,L,10,0.9219658709506983
sub-EN063,15,L,20,0.9490139563196874
sub-EN063,15,L,40,0.9653561615385338
sub-EN063,15,L,60,0.9778874300050822
sub-EN063,15,L,80,0.9880207476036118
sub-EN063,15,L,100,0.9939534234767058
sub-EN063,15,L,120,1.0
sub-EN063,15,R,1,0.8035178712633331
sub-EN063,15,R,2,0.8077140318894712
sub-EN063,15,R,3,0.8179942994157521
sub-EN063,15,R,5,0.8870246219765321
sub-EN063,15,R,10,0.913296244807089
sub-EN063,15,R,20,0.9449201621939778
sub-EN063,15,R,40,0.9672510820140622
sub-EN063,15,R,60,0.9787107647528378
sub-EN063,15,R,80,0.9891831695587573
sub-EN063,15,R,100,0.9950066194808493
sub-EN063,15,R,120,1.0
sub-EN063,7,L,1,0.8348183379984196
sub-EN063,7,L,2,0.8417179032090775
sub-EN063,7,L,3,0.8612059207535315
sub-EN063,7,L,5,0.9109982813308576
sub-EN063,7,L,10,0.9298361614974845
sub-EN063,7,L,20,0.9548385982346654
sub-EN063,7,L,40,0.9696274752251463
sub-EN063,7,L,60,0.9822392267377973
sub-EN063,7,L,80,0.9905587051861785
sub-EN063,7,L,100,0.9950772761875625
sub-EN063,7,L,120,1.0
sub-EN063,7,R,1,0.800724537796012
sub-EN063,7,R,2,0.8120829624632538
sub-EN063,7,R,3,0.8244489382494092
sub-EN063,7,R,5,0.8946307298497042
sub-EN063,7,R,10,0.9200355769645591
sub-EN063,7,R,20,0.9525237146121891
sub-EN063,7,R,40,0.9707367217061376
sub-EN063,7,R,60,0.9823880846799481
sub-EN063,7,R,80,0.9909825483699753
sub-EN063,7,R,100,0.9960425164114202
sub-EN063,7,R,120,1.0
sub-EN063,8,L,1,0.8458864682022041
sub-EN063,8,L,2,0.8492223977476182
sub-EN063,8,L,3,0.8674004928371745
sub-EN063,8,L,5,0.9151650255278889
sub-EN063,8,L,10,0.9337923634578139
sub-EN063,8,L,20,0.9578697880046101
sub-EN063,8,L,40,0.972008770264518
sub-EN063,8,L,60,0.9832333998816836
sub-EN063,8,L,80,0.9912775148209643
sub-EN063,8,L,100,0.9957353287203454
sub-EN063,8,L,120,1.0
sub-EN063,8,R,1,0.8327542538079433
sub-EN063,8,R,2,0.8362462886515784
sub-EN063,8,R,3,0.8433010659497326
sub-EN063,8,R,5,0.9058941414880466
sub-EN063,8,R,10,0.9291213675976644
sub-EN063,8,R,20,0.9567263616442677
sub-EN063,8,R,40,0.972237298661954
sub-EN063,8,R,60,0.9825724503280693
sub-EN063,8,R,80,0.9912532600585339
sub-EN063,8,R,100,0.9957813241382774
sub-EN063,8,R,120,1.0
sub-EN063,9,L,1,0.8244241805859346
sub-EN063,9,L,2,0.8286680088226264
sub-EN063,9,L,3,0.8500243522689889
sub-EN063,9,L,5,0.9040963613779919
sub-EN063,9,L,10,0.9231005788466664
sub-EN063,9,L,20,0.9494596615115521
sub-EN063,9,L,40,0.9669462080105338
sub-EN063,9,L,60,0.9802701242859682
sub-EN063,9,L,80,0.9898107802005979
sub-EN063,9,L,100,0.9952701993269918
sub-EN063,9,L,120,1.0
sub-EN063,9,R,1,0.7803642779813674
sub-EN063,9,R,2,0.790404144686731
sub-EN063,9,R,3,0.8040309905119168
sub-EN063,9,R,5,0.8818999653055302
sub-EN063,9,R,10,0.9121031617581972
sub-EN063,9,R,20,0.9452269217807341
sub-EN063,9,R,40,0.9667869741885854
sub-EN063,9,R,60,0.9792119506016277
sub-EN063,9,R,80,0.9896441719598976
sub-EN063,9,R,100,0.9952436641792742
sub-EN063,9,R,120,1.0
sub-EN064,10,L,1,0.8414164300848072
sub-EN064,10,L,2,0.8442729365718652
sub-EN064,10,L,3,0.8617940000937292
sub-EN064,10,L,5,0.9085262824414442
sub-EN064,10,L,10,0.9286475239498249
sub-EN064,10,L,20,0.953143820845531
sub-EN064,10,L,40,0.9687918623940721
sub-EN064,10,L,60,0.9807743527813951
sub-EN064,10,L,80,0.9896017992187763
sub-EN064,10,L,100,0.9948235258613807
sub-EN064,10,L,120,1.0
sub-EN064,10,R,1,0.8202515949781214
sub-EN064,10,R,2,0.8234347570509459
sub-EN064,10,R,3,0.8323452885378729
sub-EN064,10,R,5,0.8976079857403931
sub-EN064,10,R,10,0.922224929800245
sub-EN064,10,R,20,0.952504257750285
sub-EN064,10,R,40,0.9700111374933698
sub-EN064,10,R,60,0.9806994017998085
sub-EN064,10,R,80,0.9902536198368939
sub-EN064,10,R,100,0.9957170354300598
sub-EN064,10,R,120,1.0
sub-EN064,11,L,1,0.8298049797794191
sub-EN064,11,L,2,0.8371803439984941
sub-EN064,11,L,3,0.8531478721470301
sub-EN064,11,L,5,0.9025800885820656
sub-EN064,11,L,10,0.9243441413307147
sub-EN064,11,L,20,0.9513468467116207
sub-EN064,11,L,40,0.9674396227675557
sub-EN064,11,L,60,0.9801578131144825
sub-EN064,11,L,80,0.9891982593989088
sub-EN064,11,L,100,0.9947616730444603
sub-EN064,11,L,120,1.0
sub-EN064,11,R,1,0.8092772919814089
sub-EN064,11,R,2,0.818230242180392
sub-EN064,11,R,3,0.8257434688291783
sub-EN064,11,R,5,0.892125338612435
sub-EN064,11,R,10,0.9196693782993824
sub-EN064,11,R,20,0.9490667183825621
sub-EN064,11,R,40,0.9679153281907353
sub-EN064,11,R,60,0.9788789825951849
sub-EN064,11,R,80,0.9890953944060558
sub-EN064,11,R,100,0.9948952628218118
sub-EN064,11,R,120,1.0
sub-EN064,12,L,1,0.8438303310679076
sub-EN064,12,L,2,0.84880656852204
sub-EN064,12,L,3,0.862628238882947
sub-EN064,12,L,5,0.9101680966583671
sub-EN064,12,L,10,0.9302669929564539
sub-EN064,12,L,20,0.9553580285816553
sub-EN064,12,L,40,0.9699213791928392
sub-EN064,12,L,60,0.9818729770480576
sub-EN064,12,L,80,0.9906809285667755
sub-EN064,12,L,100,0.9953842216661473
sub-EN064,12,L,120,1.0
sub-EN064,12,R,1,0.822792546086941
sub-EN064,12,R,2,0.826356034255408
sub-EN064,12,R,3,0.8335134433180694
sub-EN064,12,R,5,0.8971318907108834
sub-EN064,12,R,10,0.9219256997128747
sub-EN064,12,R,20,0.9514151821713065
sub-EN064,12,R,40,0.968666247194097
sub-EN064,12,R,60,0.9799496652540998
sub-EN064,12,R,80,0.9899539936897215
sub-EN064,12,R,100,0.995480561460784
sub-EN064,12,R,120,1.0
sub-EN064,13,L,1,0.8452926957355985
sub-EN064,13,L,2,0.8476595741561814
sub-EN064,13,L,3,0.8631633000793011
